name,entity_type,validators,effective_balance_gwei,share
NO - 0x111111111105982f6eb89f11c0e633142c3df6e6 - Puffer,None,1,32000000000,0.000000419771
NO - 0xeac259bc7832c581674fe43f4698616b290ea7a8,None,1,32000000000,0.000000419771
NO - 0xc6b4bc9e36e734cd1dda992e02dc9d22f34faf7e - Puffer,None,1,32000000000,0.000000419771
NO - 0x32b8e1ae0af3f8f335f59a191617ab7a0885f6a0 - Puffer,None,1,32000000000,0.000000419771
NO - 0xf2d382192a3663221c5af77eb59d213353ae247d,None,1,32000000000,0.000000419771
NO - 0xe302eca977f70801cbdffc24b3a9c1cf29b04bae - Puffer,None,1,32000000000,0.000000419771
NO - 0xf53b3495aa017000a6ceed7e68dba2aaf53f41b7 - Stader,None,1,32000000000,0.000000419771
NO - 0xff76c3d106a73de1a3b5f5cd077a0f426718b291,None,1,32000000000,0.000000419771
NO - 0x2a36a0ce6cc96a1731067198b6d81569696e72bc,None,1,32000000000,0.000000419771
NO - 0xc67701c62a02d257cb3e97fe1a76bc0090addd1e,None,1,32000000000,0.000000419771
NO - 0x12f6814e29d1e1fc05ff7a7a8663efb67436fa46 - Puffer,None,1,32000000000,0.000000419771
NO - 0x47f8fcf58bfc04018719172e69f2b20c9ec53185,None,1,32000000000,0.000000419771
NO - 0x40a4555a933287fda8a5b15bde0111d11e270b2a - Puffer,None,1,32000000000,0.000000419771
NO - 0x66770abaa1a565e4876decc828c92b506616472a,None,1,32000000000,0.000000419771
NO - 0x0d6d58ed038bdb9a8d3c9876fc79d6ba4bfb2886 - Puffer,None,1,32000000000,0.000000419771
NO - 0x9263b86699bee2c0082525ae0dd3da7eba0c2044 - Puffer,None,1,32000000000,0.000000419771
NO - 0xc8d549c768adef3fed9d52285fc8ebd61120e454 - Puffer,None,1,32000000000,0.000000419771
NO - 0xdddddddddd4c9d3435408bc8fa753d9d5094fac6 - Puffer,None,1,32000000000,0.000000419771
NO - 0xb1ca2dc4bc26ee6224811f9a801e13e5479951de - Puffer,None,1,32000000000,0.000000419771
NO - 0x748bfc2400f2dd3503a05ea818f1e31f2465fc6b,None,1,32000000000,0.000000419771
NO - 0x4132cafa093853a99048666683296a20889ba924,None,1,32000000000,0.000000419771
NO - 0xa92fd141bfecb02d975f59073ba31149f9990305 - Puffer,None,1,32000000000,0.000000419771
NO - 0x262b85d7015772fa5cfefa168cff7f401ac6aa4e - Puffer,None,1,32000000000,0.000000419771
NO - 0x5cc6fa7ee3c73075afb66043385767bfa11a5129 - Puffer,None,1,32000000000,0.000000419771
NO - 0x53e3e5563a311ee2fff4562282c75f28ec858ce6,None,1,32000000000,0.000000419771
NO - 0x2f9714322173ad9c77d0e5b60a6b4083297707e1 - Puffer,None,1,32000000000,0.000000419771
NO - 0x1bf1dab9a7e96f113484953998821def3ff877af - Stader,None,1,32000000000,0.000000419771
NO - 0x0ea8e754faca30bf924d8143b32b8041eefda5ca - Puffer,None,1,32000000000,0.000000419771
NO - 0x6d1c75e4c5d2e95636ca329bbeeb9eb7b120aa5e - Puffer,None,1,32000000000,0.000000419771
NO - 0x28a808774f1f8a3798dc2a10161b64b640a2601e - Puffer,None,1,32000000000,0.000000419771
BridgeTower,None,1,32000000000,0.000000419771
NO - 0x5e014aa0649102e07c074f498845f01bcd520317,None,1,32000000000,0.000000419771
NO - 0x279657849cd1cf9135c356deab1959f27d7d4188 - Puffer,None,1,32000000000,0.000000419771
NO - 0xf04f04581c2cede5343c002fb49b4c3bda8cdf11 - Puffer,None,1,32000000000,0.000000419771
NO - 0x9c8bac76c02d9e7fcec802b7bb3f7b7547c96edf - Puffer,None,1,32000000000,0.000000419771
NO - 0x374a05ba0a5074477e88b53bddf93bdb97d93dae - Puffer,None,1,32000000000,0.000000419771
NO - 0xdddddddddd8377d92510ccf96456dd1a71b5a0ae - Puffer,None,1,32000000000,0.000000419771
NO - 0x378f79672fb83e55c70c92b4264f7da5a32531b8 - Puffer,None,1,32000000000,0.000000419771
NO - 0x80a5738a472863ecfd40135321a8c17fa56eaf44 - Puffer,None,1,32000000000,0.000000419771
NO - 0xaaaaaaaaae9c6305a144c4580f310638df6cdc87 - Puffer,None,1,32000000000,0.000000419771
NO - 0xbabea2bd3c800744a3babea1fc572a252f6dbabe - Puffer,None,1,32000000000,0.000000419771
NO - 0x05178353702680de3f2172bdec826c9e779e0224,None,1,32000000000,0.000000419771
NO - 0x179e01d2cb4d381d4314170235a4b5bb3a153616 - Puffer,None,1,32000000000,0.000000419771
NO - 0x39eff0abd72894cd990c0bb8d70771f5bf219e36 - Puffer,None,1,32000000000,0.000000419771
NO - 0x19dc3061c2243a34c9e54deccbabecf784ce0682 - Puffer,None,1,32000000000,0.000000419771
NO - 0x722612320f781ea964a6c7f6e6632e078e54f108,None,1,32000000000,0.000000419771
NO - 0xc5a745632817e08985df6fd81bd2da7c6e2e0151 - Puffer,None,1,32000000000,0.000000419771
NO - 0xc5ac1433af60daead6de7b0480792ee06f7c76ac - Puffer,None,1,32000000000,0.000000419771
NO - 0xe4c6d893f1c1972353ad44e1cee50b114ddcd34e - Puffer,None,1,32000000000,0.000000419771
NO - 0x4717f94a5caa73e0cf2f3030c547b1a08a4464a3,None,1,32000000000,0.000000419771
NO - 0xfcc8eb68ad76013572be694fd6c6fc19bda7bada - Puffer,None,1,32000000000,0.000000419771
NO - 0x111111011d8bede05f66bdd2d509a5611030f8ee - Puffer,None,1,32000000000,0.000000419771
NO - 0xdddddddddd21de9ef45ed6493a2746c30d37b1fa - Puffer,None,1,32000000000,0.000000419771
NO - 0x325759b2f66526b14a94e4cd47ce5f49637ef589 - Puffer,None,1,32000000000,0.000000419771
NO - 0x323c923786483c51b8662c2b72535433f6d2407c - Puffer,None,1,32000000000,0.000000419771
NO - 0x561bc3c96c49ff2b9534fef675ebc2e240b4c1eb,None,1,32000000000,0.000000419771
NO - 0x4f080db011b05226118496e3a53d049050028a7f,None,1,32000000000,0.000000419771
NO - 0x9a5dc73039a2db94b2dc79827311113f10ed48f6,None,1,32000000000,0.000000419771
CSM Operator 117,None,1,32000000000,0.000000419771
NO - 0x41196bfdfab2a8ef35ab3e771d810f752cc781bf,None,1,32000000000,0.000000419771
NO - 0x66bef9b698764b15c68e4d7c03ae6e5700f8a59c,None,1,32000000000,0.000000419771
NO - 0xeeeeeeeeee63818b5c9ca51a82262f2b5616d33d - Puffer,None,1,32000000000,0.000000419771
NO - 0x1111111111e3fa8b6728d6657627d3e1000f90c7 - Puffer,None,1,32000000000,0.000000419771
NO - 0xd1e90d1e9013c1dcc0534768bd9dae6ed5290fe7 - Puffer,None,1,32000000000,0.000000419771
NO - 0x7fa9f096e4c38d41b02c3647d86d683670a84856,None,1,32000000000,0.000000419771
NO - 0xba1053846019b48207bf8bfe68d9030cb592850f,None,1,32000000000,0.000000419771
NO - 0x3b26d6ec2165c7c9395bcadab5cfc14d5a5b1654,None,1,32000000000,0.000000419771
NO - 0x88888888888d2c2155760062bf0e843df8a73282 - Puffer,None,1,32000000000,0.000000419771
NO - 0x2713d6bb4b9cb4a78f453ec2c34be21047070e3f,None,1,32000000000,0.000000419771
NO - 0x06efc89b94673457b1c17ce0f48c57dc8f3c6d12 - Puffer,None,1,32000000000,0.000000419771
NO - 0x65a00e764f87bfdc5b0a1ffa8866a9802cc1bbbb,None,1,32000000000,0.000000419771
NO - 0xb81cd44ea2c7a29e768bb8a05515d4b9e2ed1395,None,1,32000000000,0.000000419771
NO - 0x6d03636bc98b7945d6bc8fedf7e26ebd824d0099,None,1,32000000000,0.000000419771
NO - 0x1cb82662c90260a6cbe6ab0b8298a3208b666b91 - Puffer,None,1,32000000000,0.000000419771
NO - 0x2d72307f1306f27bf0a8092b9bcc47dff03a3b97 - Puffer,None,1,32000000000,0.000000419771
NO - 0x0000000000090cf02bb25726b56819f0a6bb8259 - Puffer,None,1,32000000000,0.000000419771
NO - 0x16a11ec02685d01108744891b592dd531c2fd768 - Puffer,None,1,32000000000,0.000000419771
NO - 0x05a282511f514154a4ff7b68892ab36d61c7e842 - Puffer,None,1,32000000000,0.000000419771
NO - 0x9a8ce6a7300f2a85e3b297196f370aea3ffeb564 - Puffer,None,1,32000000000,0.000000419771
NO - 0x88888888c8a1b435ff4cd9cfe4eed8f1392e96c2 - Puffer,None,1,32000000000,0.000000419771
CSM Operator 75,None,1,32000000000,0.000000419771
NO - 0x6cbcdddb36bbc600f0510a2e0f9141f7c823456f - Puffer,None,1,32000000000,0.000000419771
NO - 0x802b05d0ce0f1c6e143f3259c2de98aa7d1c26be - Puffer,None,1,32000000000,0.000000419771
NO - 0x68f96776adfda0823d790e796d1c3ab1dfd5a2df - Puffer,None,1,32000000000,0.000000419771
NO - 0x5555555555599da6fad5979d140d9653a826c9b4 - Puffer,None,1,32000000000,0.000000419771
NO - 0x0000000009bca430b4942cca6d83a683df6fc296 - Puffer,None,1,32000000000,0.000000419771
NO - 0x4e2dd1ffe17b904ef5ac33d73a5be5c35834e54e,None,1,32000000000,0.000000419771
NO - 0xc7176561400a05a4480c696e7718eef42c5f4e06,None,1,32000000000,0.000000419771
NO - 0x3a7bd008ee37b3a194074971794983103c4ed429,None,1,32000000000,0.000000419771
NO - 0x298d183fe39d03456e4c9956ad994156e8d653da - Puffer,None,1,32000000000,0.000000419771
NO - 0xf651b676821b6a56c9ddca9b380df59f3cc33805,None,1,32000000000,0.000000419771
NO - 0x1b00208ede554b42c48988b65614c98ff287db90,None,1,32000000000,0.000000419771
NO - 0x6cab185bc9df1433b7534462fea5e55d9f037dfd - Puffer,None,1,32000000000,0.000000419771
NO - 0x7203c0717538483ef77e59f49da152076b5325a2,None,1,32000000000,0.000000419771
NO - 0xf3ec13301176073462bd6da4eb5f6232fc6b3280,None,1,32000000000,0.000000419771
NO - 0xfc12b9212fd812111db51c1e110b076c0cb11612 - Puffer,None,1,32000000000,0.000000419771
NO - 0x04ebe35fe8dca85a01048125343d17b3c661aaa5 - Puffer,None,1,32000000000,0.000000419771
NO - 0x000000000042745891e44e38c870a17ef97ce2f9 - Puffer,None,1,32000000000,0.000000419771
NO - 0xada5774f99f1f3b32e0c0d800abb89294b869923 - Puffer,None,1,32000000000,0.000000419771
NO - 0x5345486c98852e11e36322ea678d9bc2416780b2 - Puffer,None,1,32000000000,0.000000419771
NO - 0x5449eac463b4d64451171a4dceb64930c097df72,None,1,32000000000,0.000000419771
NO - 0x7e6b1200e996da4beb3e5c631fea8927bef4a5c7 - Puffer,None,1,32000000000,0.000000419771
NO - 0x8fa7e475f6262afefa7367b63e4d65f0f0d1000c - Puffer,None,1,32000000000,0.000000419771
NO - 0xcb6e269ca399885a97d48294216f4f1ffa819c2b - Puffer,None,1,32000000000,0.000000419771
NO - 0x54c63cd69dc88250d6274ff09fc65ed44f97de73,None,1,32000000000,0.000000419771
NO - 0xe1510d078df5abd33ef403730b75c12a5c668d2e,None,1,32000000000,0.000000419771
NO - 0x9bb8a8f3864331d529188740940307f16352e4a5,None,1,32000000000,0.000000419771
NO - 0xe83e87dd64b3ed7ca8e4594ff683bbf131007bcf,None,1,32000000000,0.000000419771
NO - 0xe408da9e24b5ee6ffad66299bf0bcddd67aa9e62 - Puffer,None,1,32000000000,0.000000419771
NO - 0x5555555555576a3565b3b6baf2c88d911bff1757 - Puffer,None,1,32000000000,0.000000419771
NO - 0x62798514e37c1c32731fc3e6c7016c919d468fd7 - Puffer,None,1,32000000000,0.000000419771
NO - 0xc03b1a99fc82076fdf42a617c64d08dc518ddc3e - Puffer,None,1,32000000000,0.000000419771
NO - 0x239febb9030517185f1c4b6f3fe7e96ea7119ac0,None,1,32000000000,0.000000419771
NO - 0xdcc67f9197b797140654dd46e84e1b03d956927b,None,1,32000000000,0.000000419771
NO - 0xba7314369decd65f29c26f9f49718ff993da22f7,None,1,32000000000,0.000000419771
NO - 0x080089a14367e17eda92b213ce11edfea1d49c70,None,1,32000000000,0.000000419771
NO - 0xba13f8ca237b16f654e0aea1f8f434ecc9c0214b,None,1,32000000000,0.000000419771
NO - 0x00000000052e5df81abe634ac275b277dcb0045d - Puffer,None,1,32000000000,0.000000419771
NO - 0x3a6b35e6b15423ec5de4f287827611e8ab6ecc5b - Puffer,None,1,32000000000,0.000000419771
NO - 0x2b16ee244ea2f18aa65e3f153fcd9526f6f7a8d1 - Puffer,None,1,32000000000,0.000000419771
NO - 0xe4bdca6d9cc467a3987edd9c23ff6b488fc4b8df,None,1,32000000000,0.000000419771
NO - 0xc00615415f006d0e410103384894410320d11060 - Puffer,None,1,32000000000,0.000000419771
NO - 0x34e154d2716d9ecb9bf687c6d6ddb69e0af88d04 - Puffer,None,1,32000000000,0.000000419771
NO - 0x4faefa6c1ee5abeab54e9cf71f7913697627755d,None,1,32000000000,0.000000419771
NO - 0x7f3cd74e13686fb333b03416c4be90412f070e7d - Puffer,None,1,32000000000,0.000000419771
NO - 0xfacefaceface406328b0dbe9a03e2a0eb1948c25 - Puffer,None,1,32000000000,0.000000419771
NO - 0x1a8213a139abebfdc353a97b12b00cb2a3ce0868,None,1,32000000000,0.000000419771
NO - 0xce048c064107d0608a5b33e7cab89c846431570c,None,1,32000000000,0.000000419771
NO - 0x2c075563221c3b24a806f706570e8c5f42915e4c - Puffer,None,1,32000000000,0.000000419771
NO - 0x4759985843836e8c0c66d58276c8b8bff0082e89 - Puffer,None,1,32000000000,0.000000419771
NO - 0x8a1ba5ab6c934b2d6f317451000ee0632507e377,None,1,32000000000,0.000000419771
NO - 0x888888888884200a8fc1aa506e02ad2846faa2c5 - Puffer,None,1,32000000000,0.000000419771
NO - 0x5a8b15d9fa7e995d88cbfa3f75cdb5ba01928254,None,1,32000000000,0.000000419771
NO - 0x2a31e8f82355c6646c34b8370094dfeaa73ac3c2,None,1,32000000000,0.000000419771
NO - 0xba1f61f028068ec6044106648edd8012fb0c573b,None,1,32000000000,0.000000419771
NO - 0x6b347a82fcac4e6a38d1fc40e3631bd8f9495e9f - Puffer,None,1,32000000000,0.000000419771
NO - 0x26f0181cadce307678589bacb1dd6624e547d55a,None,1,32000000000,0.000000419771
NO - 0x0801be00fef56147ab7e719af9fcf39d39609148,None,1,32000000000,0.000000419771
NO - 0x3333333333c98f26c0cbe0ce581c415fe4afa394 - Puffer,None,1,32000000000,0.000000419771
NO - 0x71e6b423546d238bc163010f7003b325b8c1f980 - Puffer,None,1,32000000000,0.000000419771
NO - 0x12195767855a88ae76889a26d0b74ca909d8a4f9 - Puffer,None,1,32000000000,0.000000419771
NO - 0xe705ce43000a29919b62ef204eaa6a9a8944ade9,None,1,32000000000,0.000000419771
NO - 0xb5671cb1936352d2f2dcb9c086089fe5e04598a8,None,1,32000000000,0.000000419771
NO - 0x484e5d8a8452380195db5f4ad7c5b1f4c0c81106 - Puffer,None,1,32000000000,0.000000419771
NO - 0x50f88873143f906447084c3bb8c17883f9fe2343 - Puffer,None,1,32000000000,0.000000419771
NO - 0x62dd582506aa2e97886e7ac382eff1921c29457b,None,1,32000000000,0.000000419771
NO - 0x0dc9e5ad635c5044dfa5b38fbd4124f0acdcd2ee,None,1,32000000000,0.000000419771
NO - 0xa009406e4a09f941108810af97e1f519fbae5215,None,1,32000000000,0.000000419771
NO - 0x4101400e327bfe31791066e9d53fef52b9b4c848,None,1,32000000000,0.000000419771
NO - 0x959307f302ca06f608fc43145e283a040506a32d - Stader,None,1,32000000000,0.000000419771
NO - 0x24609303b67051ef77735e34d671e2a13e3da35d,None,1,32000000000,0.000000419771
NO - 0xc101c69340feb4d0c474bf8fc34f5266f3de8a15 - Puffer,None,1,32000000000,0.000000419771
NO - 0x6b0f802da890116941816b603ca4e97712961aa1,None,1,32000000000,0.000000419771
NO - 0xae5a1f310dd053b752dd967800122983849a174d - Puffer,None,1,32000000000,0.000000419771
NO - 0xa65c74358a0bb3d664013fb39caa69b66bb9dc08,None,1,32000000000,0.000000419771
NO - 0x1544170ef8aa446d70e337c2313fc8892b71f783 - Puffer,None,1,32000000000,0.000000419771
NO - 0x69345293ee036e88add02bf1ced8887503acc0d3 - Stader,None,1,32000000000,0.000000419771
NO - 0xed393838e72261f827eaba3f3bf887cf952d82c1 - Puffer,None,1,32000000000,0.000000419771
NO - 0x91514c0f0eab453f804cf7e673385feb8fab8580 - Stader,None,1,32000000000,0.000000419771
NO - 0xa69be69a020e4d696ca6e7a874539ee10b738691,None,1,32000000000,0.000000419771
NO - 0x57511688c0ca7cc7c25b90ae51c62b64652136ac - Puffer,None,1,32000000000,0.000000419771
NO - 0xe3fff4c634cccf5ecf02a599f724b7e5e6d77d2f - Puffer,None,1,32000000000,0.000000419771
NO - 0x061016e910301015c8910d0e083a90130e050111 - Puffer,None,1,32000000000,0.000000419771
NO - 0x5896bf751fae03fb8fd0c8a8ddd270691d9a7b09 - Puffer,None,1,32000000000,0.000000419771
NO - 0xb2059d6cbdad2ac6ba724e78911f2f339abefcfc,None,1,32000000000,0.000000419771
NO - 0xffe6ab348c97425303bd8c58cd4212a19ab52710 - Puffer,None,1,32000000000,0.000000419771
NO - 0x9de610c71050a5cdc9a6c4ac87b42631b0150b73 - Puffer,None,1,32000000000,0.000000419771
NO - 0xa555072435d7c8e2c2529579de2b59720fe2c62e - Puffer,None,1,32000000000,0.000000419771
NO - 0xeeeeeeeeeee409b0f3ece7d7cc83e3ad14ecf746 - Puffer,None,1,32000000000,0.000000419771
NO - 0x5b043e00cef801b98bcbf0ecacaf19c9fe344c08 - Puffer,None,1,32000000000,0.000000419771
NO - 0x7e77786b556384e894aeebfc324391668dd59626 - Puffer,None,1,32000000000,0.000000419771
NO - 0xe83f3b6426d009ecc2a4a4815f03528a42ff9feb,None,1,32000000000,0.000000419771
NO - 0xe7023387ca58be1002018849af14cdf3b74037e8 - Puffer,None,1,32000000000,0.000000419771
NO - 0xaafdd768fa83ef7af0e19707f2be9d1db1924766 - Puffer,None,1,32000000000,0.000000419771
NO - 0xec5654a2f89408f12344f36d18436c56ee0e459d,None,1,32000000000,0.000000419771
NO - 0xb7d7fad8bf01e152922e290923f45afcf7b473c8,None,1,32000000000,0.000000419771
NO - 0x646584706fd2c38291ed9d485533c5cdcf4fc180 - Puffer,None,1,32000000000,0.000000419771
NO - 0x738ec7de2f813848babdc4529955bb6667fb9f1b - Puffer,None,1,32000000000,0.000000419771
NO - 0x8888864de419c567fa122fd936ec380bae688888 - Puffer,None,1,32000000000,0.000000419771
NO - 0xd1e90d1e902f2f790b86dd93773213d09e89ed2d - Puffer,None,1,32000000000,0.000000419771
NO - 0x3801582a0a8d4138333f7f1322477aa232093990,None,1,32000000000,0.000000419771
NO - 0xd05a28ac0787a8e795580b9213e1a8e28fa44452 - Stader,None,1,32000000000,0.000000419771
NO - 0xa686d6e14c7dc2959ab87f9711666d6ead75833d - Puffer,None,1,32000000000,0.000000419771
NO - 0x4616330017b84747000932156751840b91a11757 - Puffer,None,1,32000000000,0.000000419771
NO - 0x3ab41737f1f5cd0c7916f7f0c6afcb20d83f27bb,None,1,32000000000,0.000000419771
NO - 0xd2fc436e1eda58cd56edabb734a12f83dd472025 - Puffer,None,1,32000000000,0.000000419771
NO - 0x323fcc649914db80fb16d1c65f5cbaf0cd04a230,None,1,32000000000,0.000000419771
NO - 0x7491fa43d6fb984ca029105eb6a1c981b8c44553 - Puffer,None,1,32000000000,0.000000419771
NO - 0x0565c81df789278ed9f526e764ee5cdb3f275603,None,1,32000000000,0.000000419771
NO - 0x6c324d6a53e33f13a2e25fbfc080e97eeab02c8a - Puffer,None,1,32000000000,0.000000419771
NO - 0x9399c9f391ca490b99ec59d272d50be5690f6332 - Puffer,None,1,32000000000,0.000000419771
NO - 0xb029ad9b64e613559d86c5a7f7eb2cf86ac0f2c7 - Puffer,None,1,32000000000,0.000000419771
NO - 0x41202e61c895e7055e456aa8a1fe1a6cda9b6852 - Puffer,None,1,32000000000,0.000000419771
NO - 0xeeeeeeeeee59ab9d79e3959ef4114ea60fb01ba9 - Puffer,None,1,32000000000,0.000000419771
NO - 0x942730e630ae44f84ae49510c89263553f8b4195 - Puffer,None,1,32000000000,0.000000419771
NO - 0x0c2bb2546e2ad5a6767855b7d28e782b9b2292c5,None,1,32000000000,0.000000419771
NO - 0x781f0c048e716c5890946c6858456dad281197f0 - Stader,None,1,32000000000,0.000000419771
NO - 0xb0f4dfbd5ebd024677cff1d1c96145ede7d15db4,None,1,32000000000,0.000000419771
NO - 0x63c90df7e313587605795cd26ed0a64998dc460e,None,1,32000000000,0.000000419771
NO - 0x6d20bf36b5d4647c2bfb069bd3acf8fb40eb97e8 - Puffer,None,1,32000000000,0.000000419771
NO - 0xd1e90d1e903bbaa3c4eef72b6d909d8475040d24 - Puffer,None,1,32000000000,0.000000419771
NO - 0xab669740c19031d08a3ba58087cd0af0b50fb192 - Puffer,None,1,32000000000,0.000000419771
NO - 0xa4c19f4ea2a5f5ae5e2237b26657acd9be09a1a1 - Puffer,None,1,32000000000,0.000000419771
NO - 0x936ad41b80ac880d773d7cd8d0be47abd4aca6d8,None,1,32000000000,0.000000419771
NO - 0x3cf2512e713c09bd26ec656354b975fc07d214be - Stader,None,1,32000000000,0.000000419771
NO - 0x4ff33b90b81c90c850a909d4c14d1fd6b20ea8d5 - Puffer,None,1,32000000000,0.000000419771
NO - 0x639ffebfa278bf12fe3ccd74534b5b9a709017d0 - Puffer,None,1,32000000000,0.000000419771
NO - 0x51ea5791045fcb0c74308e15ca7db2c7ee29a4e3 - Puffer,None,1,32000000000,0.000000419771
NO - 0x96d94de8153e40b4007fd82c4f3332fe5c5c62b3,None,1,32000000000,0.000000419771
NO - 0x90bb8ed2835ea085031d2e33daaffb3c9ddb4522 - Puffer,None,1,32000000000,0.000000419771
NO - 0xb2bd7792cf73a49b799157cba37127a75d258804 - Puffer,None,1,32000000000,0.000000419771
NO - 0xa95f70366f341c372b4c14fa4e6f84d665ab648c - Puffer,None,1,32000000000,0.000000419771
NO - 0xda4390ade0ce3334d2d229f86ced0f55a6010f7f,None,1,32000000000,0.000000419771
NO - 0xdc148658c3f4cd299149e498228df03db72efd52,None,1,32000000000,0.000000419771
NO - 0x96fb590563d4cd4f35211fb7954c43850059b145 - Stader,None,1,32000000000,0.000000419771
NO - 0x9bd89a400e9db3b068dcae7d8d2ef165459f7e48 - Puffer,None,1,32000000000,0.000000419771
NO - 0x988b82d18e12edb87075638e7085ac1d9ba35c93 - Puffer,None,1,32000000000,0.000000419771
NO - 0x9d377181ce341a9c5f4fd6ff6ff42ba0a0322d98 - Puffer,None,1,32000000000,0.000000419771
NO - 0x444445859142845d7aca36fcd143b29697b2b46f - Puffer,None,1,32000000000,0.000000419771
NO - 0xf88e253ed38452346ae5bf2d9363d6e15ca17a46 - Puffer,None,1,32000000000,0.000000419771
NO - 0xf484c3bacfc55371c26a9fde258b4e2e24552d04,None,1,32000000000,0.000000419771
NO - 0xf17c296975389c4b282991cac9dbef35c9953e70,None,1,32000000000,0.000000419771
NO - 0xd1e90d1e906df3ca380df1920bf8d874cf4bb777 - Puffer,None,1,32000000000,0.000000419771
NO - 0xcb8e4844e4e989aca832ff3b1801f95129b2fa96 - Puffer,None,1,32000000000,0.000000419771
NO - 0x0ea4c0b364cdd5c656d36250de731c10043fe7fa,None,1,32000000000,0.000000419771
NO - 0x949953b4ab9748992f3b9841e2f510d502ec2c8e - Stader,None,1,32000000000,0.000000419771
NO - 0x9999999998d625ab1dee9edd14c96d87f64b44a1 - Puffer,None,1,32000000000,0.000000419771
NO - 0x97cadc2273cfa84d6d852f8e643c5d783813bb52 - Puffer,None,1,32000000000,0.000000419771
NO - 0x45a551543362461482c0a5eee033d149c1d04dd6,None,1,32000000000,0.000000419771
NO - 0xc7be59499fec36be2036a79dec087f4d163ced70 - Puffer,None,1,32000000000,0.000000419771
NO - 0xda9ccc4be14bb1994e7127ea1f37fb24e920a707 - Stader,None,1,32000000000,0.000000419771
NO - 0xc1cf8f2572615518dc4d496be554427cbf317ba4,None,1,32000000000,0.000000419771
NO - 0xc0ffee5f9ef449e6cec4eac4fcdf280bfac0ffee - Puffer,None,1,32000000000,0.000000419771
NO - 0x4752df1b792251f0038dd2b620ab5dd481f35fba - Puffer,None,1,32000000000,0.000000419771
NO - 0x23bad40e7db1052e130b0a1b9a2e4dd3a392b6c0 - Puffer,None,1,32000000000,0.000000419771
NO - 0x4619b035767e9cbbe08400312d5627c0e14136e0,None,1,32000000000,0.000000419771
NO - 0x48e42fbc462a5dba33c29e6da8fb380b56ee853a - Puffer,None,1,32000000000,0.000000419771
NO - 0x9999901d78e72fb29482591cd72ec518b8ab129d - Puffer,None,1,32000000000,0.000000419771
NO - 0x1111111111330ec8f2515ac0db51f56db546474e - Puffer,None,1,32000000000,0.000000419771
CSM Operator 314,None,1,32000000000,0.000000419771
NO - 0x989c43a13ed271689de2a72899f4f5a283a7ccba - Stader,None,1,32000000000,0.000000419771
NO - 0xd7f5df898e07a4b5542ed8b75d06ab6757b80167 - Stader,None,1,32000000000,0.000000419771
NO - 0x111111111118649f2726a63e1ad5aea728eaa857 - Puffer,None,1,32000000000,0.000000419771
NO - 0xe4f447bd2e2ec6f90e7e9c52e209ee9860e7c102 - Stader,None,1,32000000000,0.000000419771
NO - 0xe95f25c45af3f00fbcd82befcc55cf2cd58e7efa - Puffer,None,1,32000000000,0.000000419771
NO - 0xf81ed26699f13cd2d93b9b79d2efcef6e5dbf745,None,1,32000000000,0.000000419771
NO - 0x86c92d359f5e306b0dad6225084c6d9c03604acd - Puffer,None,1,32000000000,0.000000419771
NO - 0x1111111111138433e0a70a415d002ce5ef1df8bc - Puffer,None,1,32000000000,0.000000419771
NO - 0x42377b2b3426a1ac388294eef88af65b8cd8847b - Puffer,None,1,32000000000,0.000000419771
NO - 0x3ca3babe648982a514aca47051840a9cf169aca6,None,1,32000000000,0.000000419771
NO - 0x1a07b01114de1105c108e072e0011ec120f0b02f - Puffer,None,1,32000000000,0.000000419771
NO - 0x2254314bce440f748a072a70c584d0bdca4c20a2 - Puffer,None,1,32000000000,0.000000419771
NO - 0x11111111111b9f5504a800279967f882e613e0bb - Puffer,None,1,32000000000,0.000000419771
NO - 0xe4b1583b9bedae821add48d5aa4dba482f1004b9,None,1,32000000000,0.000000419771
NO - 0xac7c9358ed3017040b898a2639a86ff36ef19c8a - Puffer,None,1,32000000000,0.000000419771
NO - 0x6df8c87026bb4878b47ce6ce61472452556e17d5,None,1,32000000000,0.000000419771
NO - 0x4229c2b089aa0645acb18c4ef7e21ffd65df08ef,None,1,32000000000,0.000000419771
NO - 0xd1e90d1e903d07e0c85a694f594eb7cec137c5b6 - Puffer,None,1,32000000000,0.000000419771
NO - 0xe22a7583c93aaa173bf4c9846d50c5670b7b9394,None,1,32000000000,0.000000419771
NO - 0x8f1d503a3e99a8145f78de7be8c20405a09a4978,None,1,32000000000,0.000000419771
NO - 0x38fd522bbe490353c8b06095071bcfaea7ec752b - Stader,None,1,32000000000,0.000000419771
NO - 0x8bf04af186a7ac0078f32467e4a8cc57d8ca848d,None,1,32000000000,0.000000419771
NO - 0xce0fb8640eaef966174e5127e42d965b8e974233 - Puffer,None,1,32000000000,0.000000419771
NO - 0x90b2449a8a101b1ee199b836b7a18be00d37a0d1,None,1,32000000000,0.000000419771
NO - 0xca6c9c1a2a80cbf3ec9728c7f5cc32931278e0c2 - Puffer,None,1,32000000000,0.000000419771
NO - 0x75776c3134b28bc59599b295b95c750318dd8079 - Stader,None,1,32000000000,0.000000419771
NO - 0x517d715b5624d546abcc69d381cb61614306ce3d - Puffer,None,1,32000000000,0.000000419771
NO - 0xb4eb71a803d4a65ad783ef527fff4580fe8048a4,None,1,32000000000,0.000000419771
NO - 0x000000000001940108ce4b49030c493cd318ae3b - Puffer,None,1,32000000000,0.000000419771
