owner,validators,effective_balance_gwei,share
eth1:0x72fe9e0efce97256f5d830a5bbc7312b755d3dcd,1,32000000000,0.000000896184
eth1:0x6f72966af9be318da0650fdeb800ef1f0bd6b878,1,32000000000,0.000000896184
eth1:0xbb05d236a24f9b19596941faf0c1bf90361b287c,1,32000000000,0.000000896184
eth1:0x756cbf08a68a1bf8ccc4ec902e15e78879d699f0,1,32000000000,0.000000896184
eth1:0xf5d23f5c8586e3931af229e7f34108088e32f834,1,32000000000,0.000000896184
eth1:0x9f8fee0cedcd2622972b63c100711b5b2d73f278,1,32000000000,0.000000896184
eth1:0xebf3962c45d60e944ed5e64593fce5e7d3579086,1,32000000000,0.000000896184
eth1:0x88698b97aa43d98f9ee0adb432952580953da893,1,32000000000,0.000000896184
eth1:0x90d62e8721b7d638fe1bfe460bf52a4403560d6c,1,32000000000,0.000000896184
eth1:0x46860ce68390130b8c9dde0b898de94f91a3fe21,1,32000000000,0.000000896184
eth1:0x9e9d2839caa31532b9adc6bbbfa3821474a04c1e,1,32000000000,0.000000896184
eth1:0xa355595b85e9349ef12045889045e2ccf740b886,1,32000000000,0.000000896184
eth1:0x5dd58184eb2fd0cac96045521d8cc6cac0821245,1,32000000000,0.000000896184
eth1:0x2bc6895e2d2635e40b43b9d4007b3b57c4baa097,1,32000000000,0.000000896184
eth1:0x04145bee807751cc8e201f02c48ea69f6315e571,1,32000000000,0.000000896184
eth1:0x69a17526862b423b314cb9e2403d8f9c92ed17fe,1,32000000000,0.000000896184
eth1:0xf25522c1493c2804819dd33e20a47acf63b63eb3,1,32000000000,0.000000896184
eth1:0x2c4e9f955ed7fe265d642e035ef697385b734aea,1,32000000000,0.000000896184
eth1:0xa9ac0873c2009829b9a075a11d906a92e3d93204,1,32000000000,0.000000896184
eth1:0x5d1333481b0b627f0862f1c9d3ff5a538b6953fb,1,32000000000,0.000000896184
eth1:0x0803f6d65748d58c20340509c743e446cbf2b125,1,32000000000,0.000000896184
eth1:0xa679d186b627cec55746ed19f07f664254ba5b63,1,32000000000,0.000000896184
eth1:0x79174a39c8fa38a3f33f0df474d00cfcee817e8e,1,32000000000,0.000000896184
eth1:0x155bf3ba2f39e6207b5625130bf24ab164e6c29b,1,32000000000,0.000000896184
eth1:0xfe1fbb5c6aa80021e0c8779b2fbe698ef8db8350,1,32000000000,0.000000896184
eth1:0xa998cdf5e5332758ba243728c3eb1b801f189543,1,32000000000,0.000000896184
eth1:0x9e78d2b80dd7779d189a666292d6b4e15625200e,1,32000000000,0.000000896184
eth1:0x392d4719c5444d36f05a2b973149a42df6112e9e,1,32000000000,0.000000896184
eth1:0x79f0c5628ccca29a0d69ac7bbfab2fa5f00e89fc,1,32000000000,0.000000896184
eth1:0x92a3f9a17c68214dc24930d59edc8610be43417d,1,32000000000,0.000000896184
eth1:0x3eb44f2f02846daf5ab8dd0513368484fbcae86b,1,32000000000,0.000000896184
eth1:0xc2244ce7c2566d08cf602268cfdf2e69e5e33a08,1,32000000000,0.000000896184
eth1:0x665f6dc9af8fa6696fd49907f9bd413df5502f0e,1,32000000000,0.000000896184
eth1:0x2d0d3907cd8b27b008759301274899d19fe4aa88,1,32000000000,0.000000896184
eth1:0x78226a5de4e2c536add539389777b00f9ba7d17c,1,32000000000,0.000000896184
eth1:0x1dbea3fdde701f3f4fdc053351821aacc654258b,1,32000000000,0.000000896184
eth1:0x6f60a0c60b91414fdbe280fb15be5af41567bde5,1,32000000000,0.000000896184
eth1:0x24256f4c03aa247fba5402e09042646e3cccc2fa,1,32000000000,0.000000896184
eth1:0xbe549a4dcb07e3a2c1d49029090acec96f79e9ad,1,32000000000,0.000000896184
eth1:0xfadc9cc895fc9da6976a6d0656664bc11b3db0cb,1,32000000000,0.000000896184
eth1:0xce7084ac7dd8e76df9320d33709e48a92cf48bed,1,32000000000,0.000000896184
eth1:0x0c872409cbdf4612708ecfa3b6b18af9c58eec47,1,32000000000,0.000000896184
eth1:0xe79a922f85f2a302dc760fd6179fbe7b10e315f7,1,32000000000,0.000000896184
eth1:0x08c8da9289993ded2e9b564bf1f822b766364943,1,32000000000,0.000000896184
eth1:0xf5ab128af96f0adae29ae2bbbfdd5b5ba9bffd0c,1,32000000000,0.000000896184
eth1:0x083f1956b58c79cf123925efc49c4d08c6d2e657,1,32000000000,0.000000896184
eth1:0x75fb73e502c1ce3939b558b714c31106660384ef,1,32000000000,0.000000896184
eth1:0x684120a65902f5c8b361fc0e7a2e8232d7ab9410,1,32000000000,0.000000896184
eth1:0x9e9b391344917d88d3eeb9144089dc8f72f42583,1,32000000000,0.000000896184
eth1:0xedccd5b30d7289b29359cbfa8f6dd89c59dc6ee1,1,32000000000,0.000000896184
eth1:0xacba1e7db7a25fb903a66e98b6a5dc59a851feef,1,32000000000,0.000000896184
eth1:0x5a1920e25c3883e938d363648efa74b41d0a37bd,1,32000000000,0.000000896184
eth1:0x5a2b4f5b75a31eea73bd88a841f4f6b25e47cf3f,1,32000000000,0.000000896184
eth1:0x8a8c164c4393fd512684af80104f60c265b53a69,1,32000000000,0.000000896184
eth1:0x84503b85f35e739c363e4ee21106d1a9f423c906,1,32000000000,0.000000896184
eth1:0x4bf17402e0e8df1fe9a5c9f8dc62b07a599aeba9,1,32000000000,0.000000896184
eth1:0xee2c3378481eadbb71f57b14bead77bfa5f16024,1,32000000000,0.000000896184
eth1:0x19317f61f0a04185b5869d69f59c7dfcc4e8b965,1,32000000000,0.000000896184
eth1:0x80a00e9c86d7c6813e9ccafefc34e1e42e3f3bc0,1,32000000000,0.000000896184
eth1:0x21aaee3b2b94ec1a62ae3733c41178335dd32e41,1,32000000000,0.000000896184
eth1:0x944f2b104aad00245856de6f9637b7878ca5e9d2,1,32000000000,0.000000896184
eth1:0x47d59f30aa797b8c9569e8574fbdc393e85eec34,1,32000000000,0.000000896184
eth1:0xe51fff50c62dfebcc051e4aff850e3b8e0aeed0f,1,32000000000,0.000000896184
eth1:0x5ce5bdf1e4a95a64ca4d1591f9f3c477bf813154,1,32000000000,0.000000896184
eth1:0xf15d4d21ed4824a76511214d9765d372e8ad9fa4,1,32000000000,0.000000896184
eth1:0x2a0732ff932ef1f9862b929dd4825ae2616c2d14,1,32000000000,0.000000896184
eth1:0x62a78c1b10393c16fb537d849964e7024b260a99,1,32000000000,0.000000896184
eth1:0x6ae789e80144303dbb5e68f61f3f7e28b8ab1e18,1,32000000000,0.000000896184
eth1:0x8e684a89f24b7b3740d7258fdbf5503ec96f12b9,1,32000000000,0.000000896184
eth1:0x8f78f69a0dcc353a32ddbb3ba19b248c91bd0fa7,1,32000000000,0.000000896184
eth1:0xab0fbe7af97db44199e13d5b4348309f935e1a22,1,32000000000,0.000000896184
eth1:0x31cbbbda1e39c454213786cc1a4df5e137cac492,1,32000000000,0.000000896184
eth1:0xb3a2312b2cd347b09e92d07153feff93324c6f6a,1,32000000000,0.000000896184
eth1:0xd9e7f50a5a0cf1f3743bf8060c8bf9fb2c90e258,1,32000000000,0.000000896184
eth1:0x9af6585109e48d773167a04c732f341cb4d639ed,1,32000000000,0.000000896184
eth1:0x5da21e7f40ff45867b09487c47f3a35c55591524,1,32000000000,0.000000896184
eth1:0xa3afdd2c70ba98d63795fc33f0d64cfce0366a6f,1,32000000000,0.000000896184
eth1:0x25f9e20caf1d7cfbe8567721a51613d9c53c7d83,1,32000000000,0.000000896184
eth1:0x0a3cd89a5eccf14b073f074dbf634ce566df3480,1,32000000000,0.000000896184
eth1:0x7919709a91dd80bf8843dc86d1c9983c2b29e055,1,32000000000,0.000000896184
eth1:0x6d848d2e6dcbd08e1bc3a0dcd9bcc92570062430,1,32000000000,0.000000896184
eth1:0x8b5320c6edd1c59a0a46cf42e9bb557f1bfd4800,1,32000000000,0.000000896184
eth1:0x0178fdc00fb220004e2c30fc27db04c84244516b,1,32000000000,0.000000896184
eth1:0x2eb44104ec88fe02302efde2e406c3dca602e11d,1,32000000000,0.000000896184
eth1:0x2130e16bbb392f35b95068e2647386bcf1bd0a5f,1,32000000000,0.000000896184
eth1:0x0c6baea8934add23502c8a11ee9bdae0d96b955f,1,32000000000,0.000000896184
eth1:0xaa412efc2844e4e89fc6b4a0d2e977d0c946b8aa,1,32000000000,0.000000896184
eth1:0x0e5619a7ff7fe174c0ff7e67d6fd3ed7f5dcacd3,1,32000000000,0.000000896184
eth1:0xbc7eb0fe81c558e7d4f7123b790c73735b88f1ae,1,32000000000,0.000000896184
eth1:0x147b2b478501ed16f7df8dd7b80119870e71c760,1,32000000000,0.000000896184
eth1:0xb35b90d6dbe75992078e0f7ec3fea25c044778dc,1,32000000000,0.000000896184
eth1:0x156ba653f34f7a7cba95b966065dd5012157bbe3,1,32000000000,0.000000896184
eth1:0xfe42abcc2b026e2c73ed1ced3b910c4340dcb596,1,32000000000,0.000000896184
eth1:0x72abda7f43a274e87ff7f32a9285baae50b52ac7,1,32000000000,0.000000896184
eth1:0x62aca9fcd0380be5f87a25cbd48f8ddab5fb96c3,1,32000000000,0.000000896184
eth1:0x3172bafe6975595088b63713a9f0739c8cf0fca5,1,32000000000,0.000000896184
eth1:0x35e35b17526b2c2e7e47eb7fb1e891de244e5967,1,32000000000,0.000000896184
eth1:0xc55d13f5c06084252167df2c0f1219eda5f7ecb9,1,32000000000,0.000000896184
eth1:0x0b2546661029784b373433004ac95afa04c47e0b,1,32000000000,0.000000896184
eth1:0xbeacafb84cd82c870aff4c435b7f74fb5d557811,1,32000000000,0.000000896184
eth1:0xa24e0df94ab3291dc9967913f61feaf47cda77a2,1,32000000000,0.000000896184
eth1:0x62bcb62c3a5004cde0cf9e3d6933bfe4c11e2dee,1,32000000000,0.000000896184
eth1:0x93e8e5dc3757c3bab63f2eb9cb3aa31261bda67a,1,32000000000,0.000000896184
eth1:0x3d8afc1c8b942386f3159132d75435f6529a9b2e,1,32000000000,0.000000896184
eth1:0x38fb92a8a3f7d1c6edcc906aa7d3e790f851f549,1,32000000000,0.000000896184
eth1:0x28965e568ebcc735958261039454e27ea4db5da0,1,32000000000,0.000000896184
eth1:0x0253c07d423474f7b113437b81959d111edb20e7,1,32000000000,0.000000896184
eth1:0x8a5288e173497b09704c31c09a3995d8585ec677,1,32000000000,0.000000896184
eth1:0x6935569f32f68b67d0535e6a7342616e6283239c,1,32000000000,0.000000896184
eth1:0x9b41a576f375d0b3aad84d905ca7fddb20c7dc2c,1,32000000000,0.000000896184
eth1:0x5c0286ffd94a1174e17cff9a38f0cdd4c2ce21eb,1,32000000000,0.000000896184
eth1:0x825c5af273a35ef615c8ebbebf4f4baeac065499,1,32000000000,0.000000896184
eth1:0xc10e3cf3084ce3092915fd5f3c52327dbd2150b8,1,32000000000,0.000000896184
eth1:0x48ed25ee5ded6301389200682173b5ba04d6db00,1,32000000000,0.000000896184
eth1:0xafbd93c56a4a2960cf6443898b7af290bf2b4cc2,1,32000000000,0.000000896184
eth1:0x8048fa19d9eab8df10d91ff207abfc7bd281a1f3,1,32000000000,0.000000896184
eth1:0x4b44b3059b742231837ab9023c233f3a7373a088,1,32000000000,0.000000896184
eth1:0x3f8d662279648691923788bdfb5d2210545bf5c4,1,32000000000,0.000000896184
eth1:0x60f95c7bc1ff15c0aa6adb9d80b72195c32e236b,1,32000000000,0.000000896184
eth1:0x0c558e04ecb866254b93e0a39e130646df4c0a83,1,32000000000,0.000000896184
eth1:0xcda69e2be9f3e189b5410c7d6c938aa03a70ca30,1,32000000000,0.000000896184
eth1:0x816f534a6c8805bdfcfbc1f6f0b15ca78d073c61,1,32000000000,0.000000896184
eth1:0xb8f6d6a0fa0319a78c901056368c4fd29ee3a582,1,32000000000,0.000000896184
eth1:0xcbdea6e3db25bd75cffbaca29e3f4dc54b4354cc,1,32000000000,0.000000896184
eth1:0x5e852158e62aeaa8a3bb289228180f9d9eb01f49,1,32000000000,0.000000896184
eth1:0x017a06c06c4d61fdcb77b42c4fa3e770ae594098,1,32000000000,0.000000896184
eth1:0xbeb8fe1e86f6b8af28a6087244d91d8d494d970e,1,32000000000,0.000000896184
eth1:0x933ebc75bb3212bb9f4ed40b827e123607bb2505,1,32000000000,0.000000896184
eth1:0x407760f29d041a5c67eb8ddaa17017b958c56943,1,32000000000,0.000000896184
eth1:0xdd2fac56bc9e5c7e8ab25a52d722063a29fe82f0,1,32000000000,0.000000896184
eth1:0xcd387142174175caada8f198f91c2c8c6d795979,1,32000000000,0.000000896184
eth1:0xc652d30bbb99b2fe61e88e149a3effe7ec9a0b0f,1,32000000000,0.000000896184
eth1:0x35ac2698e67edcf82128bb0931d9a0e99b8f5e28,1,32000000000,0.000000896184
eth1:0x041db0b7aa2237c33ea836ad12c3ee8d0afd5e4d,1,32000000000,0.000000896184
eth1:0x164ce97925c754b09b66443ba7f16c542326b8e6,1,32000000000,0.000000896184
eth1:0x732176eee6265b3fd4198a64b63cc066c16b81d2,1,32000000000,0.000000896184
eth1:0xb7d962a63ad1f61feff0dee8dfa9de428382e95b,1,32000000000,0.000000896184
eth1:0x98a370edae2ee66c7ddd19769ebfa8a8ea3995af,1,32000000000,0.000000896184
eth1:0xbd748176efe73966200a9ae53e44ec3e38679781,1,32000000000,0.000000896184
eth1:0x18c330b8abba3ea1676fde669b678315c46400e1,1,32000000000,0.000000896184
eth1:0x5ebae858c903a3e72ff5f2b8bf4bd71447e460ed,1,32000000000,0.000000896184
eth1:0x40239466fc76a2a329d62f9d061b6e5e046542c7,1,32000000000,0.000000896184
eth1:0x1d45bee734772169f2807e8f463e17ef84ac5791,1,32000000000,0.000000896184
eth1:0x2bf006b396b2981dd135808d3d8d63c8367e0398,1,32000000000,0.000000896184
eth1:0x0dddd075149a0e3aac171de6f6b9fdac150ef7b3,1,32000000000,0.000000896184
eth1:0x155e0db55f50d1679ea7ffe2055a658d7605c30d,1,32000000000,0.000000896184
eth1:0x30dbc42d4222f19942295f7921c3ef730cd48e26,1,32000000000,0.000000896184
eth1:0x60aba6166fa6c80e25cb9c22abe399494b8738ac,1,32000000000,0.000000896184
eth1:0x4a59870c686acfb5409c598dd4d86740e4913c36,1,32000000000,0.000000896184
eth1:0x5cf493b240f27d1d55038c9b5caebb0e0849519e,1,32000000000,0.000000896184
eth1:0x380a43e9b3b27b97177c7a5ab84a47b5afaf6796,1,32000000000,0.000000896184
eth1:0xf2f5d5f42d573c70acf70a50ebbf4f650160a26e,1,32000000000,0.000000896184
eth1:0x28e9706f2f140bb254a3e06b2c5e2cfa4d9e7efb,1,32000000000,0.000000896184
eth1:0xd8837d46f11b9a89aea8b1d08587d889c0430026,1,32000000000,0.000000896184
eth1:0x56328640234f5dd7f002fe0d1b4693f55bdc099f,1,32000000000,0.000000896184
eth1:0x51b6bce66a983f9371dd46c410a3c60caa9deefc,1,32000000000,0.000000896184
eth1:0x51f65dd9e65e567e211ea102bb8f9eb6f95bd56a,1,32000000000,0.000000896184
eth1:0x4e20b015873c9a6998867d3f6f048aec3079db52,1,32000000000,0.000000896184
eth1:0x26600fe6c8b24e35abd979a4d7bdb142e24e8f08,1,32000000000,0.000000896184
eth1:0x5deb7859829ac7d97a39a6cf930a92a712225e88,1,32000000000,0.000000896184
eth1:0x78083b69de14643f37fb5aab386bc5173c01c8cc,1,32000000000,0.000000896184
eth1:0x6e30ff738b2ff82ed0805c8d756a8378b3bede06,1,32000000000,0.000000896184
eth1:0x0be5f05f7b1613a86c9e6d83acf69dcbb4aba838,1,32000000000,0.000000896184
eth1:0xc9762c5a03b948e186025c1a0e6a4bcc4c820b67,1,32000000000,0.000000896184
eth1:0x9093d1e793e99ec8c8a2ce9e33ffe71418ccbcee,1,32000000000,0.000000896184
eth1:0xcf9fdf40db6c71ad4ae2b86fbc02a334a11f07fe,1,32000000000,0.000000896184
eth1:0x56a8be8c35468f04a2b1421130230d3f75ecdc16,1,32000000000,0.000000896184
eth1:0xe53060d7f8edeede652d71eb64940a56a026dd97,1,32000000000,0.000000896184
eth1:0xf9dce734b84748a1a36e97b27cfdf2f3f6d6bb82,1,32000000000,0.000000896184
eth1:0xb1d53206f263865232141d605462b674f49579ec,1,32000000000,0.000000896184
eth1:0xb77c53cc3ae7a21d02ff0f92e5d01fb82dd2f0bf,1,32000000000,0.000000896184
eth1:0x5cd3b84201de48f951d1a85cfd0c06dfc5e4df0b,1,32000000000,0.000000896184
eth1:0xed57a9abad3fa43054a0ca8cd02d293ea07f4d08,1,32000000000,0.000000896184
eth1:0xbe91a5facb7d086dc5100e1500bea0a1510d7b35,1,32000000000,0.000000896184
eth1:0x82490c0d3307b97cddb78555896760a8f5a1c6fb,1,32000000000,0.000000896184
eth1:0x7277d653a1e942cc1c83485304acea9338fbcc24,1,32000000000,0.000000896184
eth1:0x64391143eef2462ce7da6ca2d79c0321a39238e6,1,32000000000,0.000000896184
eth1:0xf63fddd090738ef3ff7dcb0ced0a2832a7df0f82,1,32000000000,0.000000896184
eth1:0xa3cfe4177b5a6d723235c435df714c0e5720ae3b,1,32000000000,0.000000896184
eth1:0xabc09bfadd703555ac0c65b1bc53cf29a02325f6,1,32000000000,0.000000896184
eth1:0x0afa7e47f3ab7445be135f2101f2b69785ef75a0,1,32000000000,0.000000896184
eth1:0xe63bdd52add56bed713ecd5f6aa6450a8e72889c,1,32000000000,0.000000896184
eth1:0xd58bd97198d2a30b423f95ad3b1ba64bf9d5e0e6,1,32000000000,0.000000896184
eth1:0x3049e005200c6d8a1ac63f0b5a48f0f11bd927b8,1,32000000000,0.000000896184
eth1:0x65e6e3d724d1198803353363150907037865e7cf,1,32000000000,0.000000896184
eth1:0x56e24e4946a2a8b8794c7608588901ad6955321d,1,32000000000,0.000000896184
eth1:0x0364aeebe1fe29410110460ca2ea33dcfb184127,1,32000000000,0.000000896184
eth1:0x197de02fbd3af35223b7344070cf5bf3d9e58b46,1,32000000000,0.000000896184
eth1:0xc81880495e53a4ad36960e5cc5c1dcb6ab1fb382,1,32000000000,0.000000896184
eth1:0x3129db5271e74ac089a646339af38e0e43fce3e3,1,32000000000,0.000000896184
eth1:0x0bb9e14d6a4a8d23af6fa198d9defe13cfceceed,1,32000000000,0.000000896184
eth1:0x7e9f63fdd8b6bafa787b0aab6864ae18cd71ceba,1,32000000000,0.000000896184
eth1:0x0f27a9fb2fea5ab4d8899aae211b7df75a14248f,1,32000000000,0.000000896184
eth1:0xa87222d34db057e009c82009e4d5fb543a6875c4,1,32000000000,0.000000896184
eth1:0x9e604c86ac7ca382b10280003f44ef6b94d640a0,1,32000000000,0.000000896184
eth1:0x0c502bef3148658b154d09a9d4d431910f750d30,1,32000000000,0.000000896184
eth1:0x970578a2a45e2b9a9cb38ee46e1f7d22d92cd6ab,1,32000000000,0.000000896184
eth1:0x28f27c24d904e518dce4322ee4a66f70f0d567c6,1,32000000000,0.000000896184
eth1:0xface69a55ff8a0ff8e8bf2dfeb0d0754e5d6588e,1,32000000000,0.000000896184
eth1:0xface69a55af18afed7ecf911774bd786aeaeaf5e,1,32000000000,0.000000896184
eth1:0x51860bf6f717ef678ddb64bd44affe91b99c62d2,1,32000000000,0.000000896184
eth1:0x24189769d92b7037bb164d61e359b902023c255c,1,32000000000,0.000000896184
eth1:0x2a2606761e513776c70198020af9136f1947ed17,1,32000000000,0.000000896184
eth1:0x970c11b16d2128e6a26f6a41627e407de8644107,1,32000000000,0.000000896184
eth1:0x79c738383e250cf125fa4f801439142e727550e2,1,32000000000,0.000000896184
eth1:0xcb82d6846dcafacb587118de218e393363b2adb3,1,32000000000,0.000000896184
eth1:0xe9142851bb341d37286c39500d3555955397b132,1,32000000000,0.000000896184
eth1:0xb1589f67cb09a7b5f2c3d7aeda3383b916235d48,1,32000000000,0.000000896184
eth1:0x11894e614ef62994e1c364f64d4015a537176337,1,32000000000,0.000000896184
eth1:0x8fd977053fa80d486139dc52199e93f630478f8b,1,32000000000,0.000000896184
eth1:0x96d5aadca62c4b60cd05d5c5bf657a3b5c2d785f,1,32000000000,0.000000896184
eth1:0xbc652747f6b4ea029a8c4dcee320870c4a7d0373,1,32000000000,0.000000896184
eth1:0xe2d6022254d9ac390d7d2359f4d244bf1cc2adac,1,32000000000,0.000000896184
eth1:0x2b4874b1ea7115a6262e3041f05244b585517a09,1,32000000000,0.000000896184
eth1:0xb3d25d514f67252399aad52ced88356513d7adb8,1,32000000000,0.000000896184
eth1:0x882822a2f5a458863d9ffad08b88eda276776159,1,32000000000,0.000000896184
eth1:0x37f5029a7350cfc1a0a3ce107d20dc5a80410d82,1,32000000000,0.000000896184
eth1:0xd8110adc3afac7b67ccebf47db181b552d51b308,1,32000000000,0.000000896184
eth1:0x2a50dea0203a9a48cc73403754f9182cd6c9d000,1,32000000000,0.000000896184
eth1:0xc817b84867aeae138b71be1b2a74f0febd5e7f51,1,32000000000,0.000000896184
eth1:0x4d47253ad953becd51dd99899132be8b2fc47057,1,32000000000,0.000000896184
eth1:0x55156b9c38f70a83437399315d7566b602563c4a,1,32000000000,0.000000896184
eth1:0x2ad2b1db5487b761d529118abd5b7dafbcbd4c20,1,32000000000,0.000000896184
eth1:0x3274634dc17e97c63975be3d6a4b782ace01ecf8,1,32000000000,0.000000896184
eth1:0x1b1a18346f210b0fda31b4125969bb2521809340,1,32000000000,0.000000896184
eth1:0x8882d1bc52455a23449e4b32dbc4fc6d642c82f4,1,32000000000,0.000000896184
eth1:0x3de7abce423329615dfd399ef4d87db846337c01,1,32000000000,0.000000896184
eth1:0x4869f2b9eab3a3ccbff56cfae663a918f56d95ea,1,32000000000,0.000000896184
eth1:0x5c4b565d7799c0820fa601fba2c91339d48186b1,1,32000000000,0.000000896184
eth1:0xcb78e1ee246c19a4a89d59e114d97a74b3b453f0,1,32000000000,0.000000896184
eth1:0x8c68233812338f48a99029714db93d57a584c0d8,1,32000000000,0.000000896184
eth1:0x76394d71eaf34a8abef7540a689d2d788e59d563,1,32000000000,0.000000896184
eth1:0xff2d32601b5310c72adb92333b72214ebe43d3ce,1,32000000000,0.000000896184
eth1:0x2cc2c1c8b9de061d72aff61d8b3d4ec8e389e76e,1,32000000000,0.000000896184
eth1:0x45645098bf619242efd39df80b446c69668921f2,1,32000000000,0.000000896184
eth1:0x7ba4aeec52e8207d5e63ed49580f7f30d7a0664c,1,32000000000,0.000000896184
eth1:0xbd00f29df1231a15f4376f7c4072e05253ee2fc3,1,32000000000,0.000000896184
eth1:0xcb3bb177dfa6ae046bf29f1cdb6efe6e38a191cf,1,32000000000,0.000000896184
eth1:0xe93a50b89a70d0b31cd307e2c76217ddaf85126e,1,32000000000,0.000000896184
eth1:0xadb1fda283051056e06171c00155ec27ae4f412b,1,32000000000,0.000000896184
eth1:0xbe2a7a75feb05b7dc4522dd3287bfe9d8cbec7b6,1,32000000000,0.000000896184
eth1:0xbee786cf4171c66a59bf53f16af1d9cbaedb5ada,1,32000000000,0.000000896184
eth1:0x8fa75c66fbafd4f0a136f2fd430839a1d16d09ad,1,32000000000,0.000000896184
eth1:0x0e5186df3938220a5e40c713fafbcf7c590d57c0,1,32000000000,0.000000896184
eth1:0xddaf7c466b13024891f34f24af4271b82589ed85,1,32000000000,0.000000896184
eth1:0xcffe2ae68806f971f5e7ae8963805f56ebfaed93,1,32000000000,0.000000896184
eth1:0x51a81560aafbc90424ce97b2f936d51477569354,1,32000000000,0.000000896184
eth1:0x9eb1a5a5f206a9d93ef7ead40d61cc5d185fb562,1,32000000000,0.000000896184
eth1:0x253dcef89bc46ebdc86f8dd2a1c141f3e82ca435,1,32000000000,0.000000896184
eth1:0x0aaef0e743e557e04cb2dd5cdbc28696606cf208,1,32000000000,0.000000896184
eth1:0xb108251b33ee63bcf08c523248fd256bb8d7686a,1,32000000000,0.000000896184
eth1:0x08bffe32576c3b7732970d2b33b00d83f0fe77d3,1,32000000000,0.000000896184
eth1:0x5e7b74900e16df0df92ace0759ff83d868587595,1,32000000000,0.000000896184
eth1:0x66af742746da56d0c842da6a1a71689194cc78b9,1,32000000000,0.000000896184
eth1:0x304d6cb285add233ae69ff641f660c3f72a7a0c6,1,32000000000,0.000000896184
eth1:0x1becb763cf482152523666a95826cf0c855e30b9,1,32000000000,0.000000896184
eth1:0x8731556d58752f40b9efd32a14dac24d0094cbd0,1,32000000000,0.000000896184
eth1:0xafede98d86086dbb44a21408a6cd6e81d4b174a3,1,32000000000,0.000000896184
eth1:0xb1e83a095c6d76885ab27cd3f2317ca3f2b9da10,1,32000000000,0.000000896184
eth1:0x1b18a288d273255ece09e35585614fefc4459782,1,32000000000,0.000000896184
eth1:0xad9ccf28ad31f04314412f31b6eb55791730e0dc,1,32000000000,0.000000896184
eth1:0x45a556a40b8e92886a8daf54c5ffb0d957dd821a,1,32000000000,0.000000896184
eth1:0x7704edcaf1b6a9063e86540661fd50d780641ffd,1,32000000000,0.000000896184
eth1:0xfcbff850f351d19dcaa2f51160899b149af41450,1,32000000000,0.000000896184
eth1:0x63c7bed413dfa6b478718a3934e695fb00fa564b,1,32000000000,0.000000896184
eth1:0xd66b483c879e812294c34d2b96ac6ed46b822d5c,1,32000000000,0.000000896184
eth1:0x4f0dd9b11c4feddaf90ecebd28446399343071c1,1,32000000000,0.000000896184
eth1:0x2a6547e9a04282a85bdb45fb080d5094605166e0,1,32000000000,0.000000896184
eth1:0x663c7b993b35c891a6705444a782bae580a5ff30,1,32000000000,0.000000896184
eth1:0x5e7d60db01511d9ea8c5ae348490c053ecce8434,1,32000000000,0.000000896184
eth1:0x9a48c629bc161d4d05c11bab6a88c1ee42a029f0,1,32000000000,0.000000896184
eth1:0x5a47a495998b09fcec7d52b15297b8e2456922f7,1,32000000000,0.000000896184
eth1:0x47ee096e71729fe8e83a3fdc47c770c630bc5c56,1,32000000000,0.000000896184
eth1:0x52b1372d218d51147cde1b828f841164976129fa,1,32000000000,0.000000896184
eth1:0x4779375ed30368b4d18756089a375d9db9e42c6f,1,32000000000,0.000000896184
eth1:0x3b8ee65254ec5ca2fbf25d92e31544838a67c7a6,1,32000000000,0.000000896184
eth1:0x73ffc7e23761fc5f1c54cbe31897195f52b70b99,1,32000000000,0.000000896184
eth1:0x205b4bca869bf5f448c01cf6c18212577c2f3b59,1,32000000000,0.000000896184
eth1:0x55616d24986415c70bceecac90a70d21d31571ce,1,32000000000,0.000000896184
eth1:0x6d04e44669b5df2cba6d2dd1ce0302d5da3287fb,1,32000000000,0.000000896184
eth1:0x7110d9b32260e12724e8b1abcad27b0560858433,1,32000000000,0.000000896184
eth1:0xa76b24999890c94dae723418b1ace9152dd0b0f0,1,32000000000,0.000000896184
eth1:0x7c63ef0c00f6ecbbf923571a2762e5d2c3a412bb,1,32000000000,0.000000896184
eth1:0xa640671844c5d1bc754fc3d96e64c4e4051facd8,1,32000000000,0.000000896184
eth1:0xe7aac1d05dd31e0a4e823fe80f57c745dc5615c9,1,32000000000,0.000000896184
eth1:0x114514fdf14fe6ba125373fa1d908ad17ddfed32,1,32000000000,0.000000896184
eth1:0x192ff9557321ff305a49a570833a659fbe32ced7,1,32000000000,0.000000896184
eth1:0xbfc4e84ecd597f975b7e20c1df9012dc42966bd2,1,32000000000,0.000000896184
eth1:0x56a3ae418c555e463c216c9d709168a8076d725a,1,32000000000,0.000000896184
eth1:0xb9264f38ea37aa3da4281ecd0dc1549ff8293cab,1,32000000000,0.000000896184
eth1:0x553afc1e2cde81349c388ebc7e9970ba421986c6,1,32000000000,0.000000896184
eth1:0xbdda3c2ffab829f13118950eb2110ca11f6b2f3c,1,32000000000,0.000000896184
eth1:0x048f4d5c2d852e9d89e4cbd4ac22861595d1187b,1,32000000000,0.000000896184
eth1:0x89dc8935bbd8909d873035bda18d80aa70594cc8,1,32000000000,0.000000896184
eth1:0x966314298b265caf3d1a92da2813a18208d678c7,1,32000000000,0.000000896184
eth1:0x5bd52d11127da593bb28ca435b20820df9974c81,1,32000000000,0.000000896184
